Gene stable ID	Gene stable ID version	Gene name	Chromosome/scaffold name
ENSMUSG00000026466	ENSMUSG00000026466.16	Tor1aip1	1
ENSMUSG00000045045	ENSMUSG00000045045.7	Lrfn4	19
ENSMUSG00000086129	ENSMUSG00000086129.1	Gm13558	2
ENSMUSG00000026839	ENSMUSG00000026839.17	Upp2	2
ENSMUSG00000103122	ENSMUSG00000103122.1	Gm37391	11
ENSMUSG00000031766	ENSMUSG00000031766.4	Slc12a3	8
ENSMUSG00000050105	ENSMUSG00000050105.5	Grrp1	4
ENSMUSG00000037446	ENSMUSG00000037446.14	Tulp1	17
ENSMUSG00000062510	ENSMUSG00000062510.12	Nsl1	1
ENSMUSG00000001751	ENSMUSG00000001751.9	Naglu	11
ENSMUSG00000022033	ENSMUSG00000022033.9	Pbk	14
ENSMUSG00000047592	ENSMUSG00000047592.17	Nxpe5	5
ENSMUSG00000031697	ENSMUSG00000031697.12	Orc6	8
ENSMUSG00000044320	ENSMUSG00000044320.14	1700001O22Rik	2
ENSMUSG00000052281	ENSMUSG00000052281.14	Tspan32os	7
ENSMUSG00000033491	ENSMUSG00000033491.13	Prss35	9
ENSMUSG00000025017	ENSMUSG00000025017.10	Pik3ap1	19
ENSMUSG00000001334	ENSMUSG00000001334.9	Fndc5	4
ENSMUSG00000000244	ENSMUSG00000000244.17	Tspan32	7
ENSMUSG00000103576	ENSMUSG00000103576.1	Gm38188	1
ENSMUSG00000001229	ENSMUSG00000001229.9	Dpp9	17
ENSMUSG00000026630	ENSMUSG00000026630.9	Batf3	1
ENSMUSG00000078925	ENSMUSG00000078925.11	D030018L15Rik	15
ENSMUSG00000039770	ENSMUSG00000039770.6	Ypel5	17
ENSMUSG00000021701	ENSMUSG00000021701.8	Plk2	13
ENSMUSG00000044125	ENSMUSG00000044125.6	9530080O11Rik	4
ENSMUSG00000091530	ENSMUSG00000091530.2	Cldn20	17
ENSMUSG00000031004	ENSMUSG00000031004.8	Mki67	7
ENSMUSG00000115330	ENSMUSG00000115330.1	Gm49221	17
ENSMUSG00000020888	ENSMUSG00000020888.16	Dvl2	11
ENSMUSG00000026833	ENSMUSG00000026833.18	Olfm1	2
ENSMUSG00000028572	ENSMUSG00000028572.13	Hook1	4
ENSMUSG00000085896	ENSMUSG00000085896.2	5330429C05Rik	13
ENSMUSG00000030718	ENSMUSG00000030718.9	Ppme1	7
ENSMUSG00000109284	ENSMUSG00000109284.1	B230311B06Rik	7
ENSMUSG00000108850	ENSMUSG00000108850.1	Gm44914	7
ENSMUSG00000103189	ENSMUSG00000103189.1	Gm37092	6
ENSMUSG00000018909	ENSMUSG00000018909.15	Arrb1	7
ENSMUSG00000076612	ENSMUSG00000076612.8	Ighg2c	12
ENSMUSG00000095538	ENSMUSG00000095538.1	Gm21983	7
ENSMUSG00000036352	ENSMUSG00000036352.16	Ubac1	2
ENSMUSG00000087335	ENSMUSG00000087335.2	4930526F13Rik	13
ENSMUSG00000094806	ENSMUSG00000094806.2	Cyp2d10	15
ENSMUSG00000107513	ENSMUSG00000107513.1	Tgif2-ps1	4
ENSMUSG00000040690	ENSMUSG00000040690.15	Col16a1	4
ENSMUSG00000089661	ENSMUSG00000089661.9	Mia	7
ENSMUSG00000087659	ENSMUSG00000087659.7	Gm12606	4
ENSMUSG00000080985	ENSMUSG00000080985.1	Gm13559	2
ENSMUSG00000109910	ENSMUSG00000109910.1	Gm45240	7
ENSMUSG00000044303	ENSMUSG00000044303.6	Cdkn2a	4
ENSMUSG00000033059	ENSMUSG00000033059.7	Pygb	2
ENSMUSG00000097536	ENSMUSG00000097536.2	2610037D02Rik	15
ENSMUSG00000070699	ENSMUSG00000070699.5	Sars2	7
ENSMUSG00000045246	ENSMUSG00000045246.11	Kcng4	8
ENSMUSG00000040123	ENSMUSG00000040123.17	Zmym5	14
ENSMUSG00000071633	ENSMUSG00000071633.11	Gm4952	19
ENSMUSG00000100552	ENSMUSG00000100552.1	Gm29019	15
ENSMUSG00000097619	ENSMUSG00000097619.8	4833422M21Rik	15
ENSMUSG00000100199	ENSMUSG00000100199.1	Gm20324	15
ENSMUSG00000053291	ENSMUSG00000053291.15	Rab4b	7
ENSMUSG00000109663	ENSMUSG00000109663.1	Gm45308	7
ENSMUSG00000074665	ENSMUSG00000074665.10	Bpifb4	2
ENSMUSG00000034432	ENSMUSG00000034432.11	Cops8	1
ENSMUSG00000041852	ENSMUSG00000041852.15	Tcf20	15
ENSMUSG00000116996	ENSMUSG00000116996.1	Gm8128	16
ENSMUSG00000019301	ENSMUSG00000019301.5	Hsd17b1	11
ENSMUSG00000014791	ENSMUSG00000014791.10	Elmo3	8
ENSMUSG00000073802	ENSMUSG00000073802.5	Cdkn2b	4
ENSMUSG00000022553	ENSMUSG00000022553.16	Maf1	15
ENSMUSG00000044065	ENSMUSG00000044065.3	Gm9788	19
ENSMUSG00000087637	ENSMUSG00000087637.1	Gm11986	11
ENSMUSG00000061461	ENSMUSG00000061461.11	Smim20	5
ENSMUSG00000109157	ENSMUSG00000109157.1	Gm44829	7
ENSMUSG00000032942	ENSMUSG00000032942.14	Ucp3	7
ENSMUSG00000108937	ENSMUSG00000108937.1	Gm18908	7
ENSMUSG00000108541	ENSMUSG00000108541.1	Gm44795	7
ENSMUSG00000109831	ENSMUSG00000109831.1	Gm36431	7
ENSMUSG00000108943	ENSMUSG00000108943.1	Gm44559	7
ENSMUSG00000108533	ENSMUSG00000108533.1	Gm44792	7
ENSMUSG00000100826	ENSMUSG00000100826.6	Snhg14	7
ENSMUSG00000040163	ENSMUSG00000040163.14	1700034J05Rik	6
ENSMUSG00000110017	ENSMUSG00000110017.1	Gm45237	8
ENSMUSG00000027324	ENSMUSG00000027324.1	Rpusd2	2
ENSMUSG00000110078	ENSMUSG00000110078.1	Gm45241	7
ENSMUSG00000109898	ENSMUSG00000109898.1	6330420H09Rik	7
ENSMUSG00000110399	ENSMUSG00000110399.1	Gm45238	8
ENSMUSG00000110004	ENSMUSG00000110004.1	Gm45440	7
ENSMUSG00000054135	ENSMUSG00000054135.2	A430110L20Rik	1
ENSMUSG00000110113	ENSMUSG00000110113.1	Gm45439	7
ENSMUSG00000116637	ENSMUSG00000116637.1	Gm8130	16
ENSMUSG00000081214	ENSMUSG00000081214.3	Rpl35a-ps2	1
ENSMUSG00000056018	ENSMUSG00000056018.14	Ccdc7b	8
ENSMUSG00000031957	ENSMUSG00000031957.6	Ctrb1	8
ENSMUSG00000102777	ENSMUSG00000102777.1	Gm38161	1
ENSMUSG00000103260	ENSMUSG00000103260.1	Gm8146	1
ENSMUSG00000098031	ENSMUSG00000098031.1	Gm9341	7
ENSMUSG00000107969	ENSMUSG00000107969.1	Gm44085	6
ENSMUSG00000091017	ENSMUSG00000091017.1	Fam71a	1
ENSMUSG00000107814	ENSMUSG00000107814.1	Gm35876	6
ENSMUSG00000022176	ENSMUSG00000022176.11	Rem2	14
ENSMUSG00000110396	ENSMUSG00000110396.1	Gm36737	7
ENSMUSG00000078998	ENSMUSG00000078998.3	Bpifa6	2
ENSMUSG00000024446	ENSMUSG00000024446.13	Rpp21	17
ENSMUSG00000115196	ENSMUSG00000115196.1	Gm6212	14
ENSMUSG00000053465	ENSMUSG00000053465.6	Hs6st3	14
ENSMUSG00000016487	ENSMUSG00000016487.15	Ppfibp1	6
ENSMUSG00000115684	ENSMUSG00000115684.1	Gm6087	14
ENSMUSG00000003184	ENSMUSG00000003184.15	Irf3	7
ENSMUSG00000018882	ENSMUSG00000018882.12	Mrpl45	11
ENSMUSG00000100274	ENSMUSG00000100274.1	1700006F04Rik	14
ENSMUSG00000001755	ENSMUSG00000001755.12	Coasy	11
ENSMUSG00000102241	ENSMUSG00000102241.1	Gm37716	7
ENSMUSG00000051236	ENSMUSG00000051236.13	Msrb3	10
ENSMUSG00000115639	ENSMUSG00000115639.1	4930404K13Rik	14
ENSMUSG00000031955	ENSMUSG00000031955.10	Bcar1	8
ENSMUSG00000081652	ENSMUSG00000081652.1	Gm14283	2
ENSMUSG00000086708	ENSMUSG00000086708.1	Gm15577	3
ENSMUSG00000106047	ENSMUSG00000106047.1	Gm42942	3
ENSMUSG00000115223	ENSMUSG00000115223.1	Gm48985	14
ENSMUSG00000083671	ENSMUSG00000083671.1	Gm14304	2
ENSMUSG00000104696	ENSMUSG00000104696.1	Gm42946	3
ENSMUSG00000110063	ENSMUSG00000110063.1	Gm31045	8
ENSMUSG00000105803	ENSMUSG00000105803.1	Gm43526	3
ENSMUSG00000112806	ENSMUSG00000112806.1	Gm48146	10
ENSMUSG00000105290	ENSMUSG00000105290.1	Gm43528	3
ENSMUSG00000056128	ENSMUSG00000056128.3	Gm9991	1
ENSMUSG00000102322	ENSMUSG00000102322.1	4930566N20Rik	3
ENSMUSG00000089927	ENSMUSG00000089927.1	Gm16539	1
ENSMUSG00000081958	ENSMUSG00000081958.1	Gm11594	11
ENSMUSG00000020074	ENSMUSG00000020074.7	Ccar1	10
ENSMUSG00000042622	ENSMUSG00000042622.14	Maff	15
ENSMUSG00000089888	ENSMUSG00000089888.1	Gm16547	1
ENSMUSG00000063683	ENSMUSG00000063683.12	Glyat	19
ENSMUSG00000083122	ENSMUSG00000083122.1	Gm15578	3
ENSMUSG00000102276	ENSMUSG00000102276.1	2900069G24Rik	1
ENSMUSG00000083876	ENSMUSG00000083876.1	Gm11439	11
ENSMUSG00000070337	ENSMUSG00000070337.4	Gpr179	11
ENSMUSG00000106018	ENSMUSG00000106018.1	Gm43527	3
ENSMUSG00000026514	ENSMUSG00000026514.14	Cnih3	1
ENSMUSG00000082917	ENSMUSG00000082917.1	Gm11440	11
ENSMUSG00000106385	ENSMUSG00000106385.1	Gm42943	3
ENSMUSG00000037994	ENSMUSG00000037994.14	Slc9b2	3
ENSMUSG00000082806	ENSMUSG00000082806.1	Rpl13-ps1	11
ENSMUSG00000000804	ENSMUSG00000000804.14	Usp32	11
ENSMUSG00000045409	ENSMUSG00000045409.16	Trim39	17
ENSMUSG00000040037	ENSMUSG00000040037.13	Negr1	3
ENSMUSG00000087480	ENSMUSG00000087480.1	Gm15910	10
ENSMUSG00000086444	ENSMUSG00000086444.2	Gm15961	10
ENSMUSG00000038485	ENSMUSG00000038485.6	Socs7	11
ENSMUSG00000042015	ENSMUSG00000042015.17	Wdr41	13
ENSMUSG00000110027	ENSMUSG00000110027.1	C030029H02Rik	7
ENSMUSG00000102252	ENSMUSG00000102252.5	Snrpn	7
ENSMUSG00000117176	ENSMUSG00000117176.1	Gm49879	17
ENSMUSG00000109792	ENSMUSG00000109792.1	Gm45426	7
ENSMUSG00000057945	ENSMUSG00000057945.3	Gm17136	7
ENSMUSG00000018574	ENSMUSG00000018574.14	Acadvl	11
ENSMUSG00000117172	ENSMUSG00000117172.1	A230051N06Rik	17
ENSMUSG00000104158	ENSMUSG00000104158.2	Gm38100	1
ENSMUSG00000116229	ENSMUSG00000116229.1	Gm49470	15
ENSMUSG00000109633	ENSMUSG00000109633.1	C230079O03Rik	7
ENSMUSG00000116702	ENSMUSG00000116702.1	Gm6553	17
ENSMUSG00000043683	ENSMUSG00000043683.4	Fem1a	17
ENSMUSG00000115930	ENSMUSG00000115930.1	A930027H12Rik	15
ENSMUSG00000097196	ENSMUSG00000097196.2	Gm26665	1
ENSMUSG00000102890	ENSMUSG00000102890.1	Gm7626	1
ENSMUSG00000109981	ENSMUSG00000109981.1	Gm36849	7
ENSMUSG00000103540	ENSMUSG00000103540.1	Gm37668	1
ENSMUSG00000032463	ENSMUSG00000032463.10	Faim	9
ENSMUSG00000026455	ENSMUSG00000026455.14	Klhl12	1
ENSMUSG00000001168	ENSMUSG00000001168.16	Oas1h	5
ENSMUSG00000054863	ENSMUSG00000054863.9	Tafa5	15
ENSMUSG00000102484	ENSMUSG00000102484.1	Gm37923	1
ENSMUSG00000109894	ENSMUSG00000109894.1	Gm5904	7
ENSMUSG00000020471	ENSMUSG00000020471.11	Pold2	11
ENSMUSG00000110101	ENSMUSG00000110101.1	Gm6249	7
ENSMUSG00000110126	ENSMUSG00000110126.1	Gm9347	7
ENSMUSG00000104363	ENSMUSG00000104363.1	Gm38081	1
ENSMUSG00000026564	ENSMUSG00000026564.9	Dusp27	1
ENSMUSG00000026353	ENSMUSG00000026353.9	Ubxn4	1
ENSMUSG00000078184	ENSMUSG00000078184.1	Rbm8a2	1
ENSMUSG00000049807	ENSMUSG00000049807.16	Arhgap23	11
ENSMUSG00000054612	ENSMUSG00000054612.4	Mgmt	7
ENSMUSG00000055214	ENSMUSG00000055214.15	Pld5	1
ENSMUSG00000021636	ENSMUSG00000021636.15	Marveld2	13
ENSMUSG00000108991	ENSMUSG00000108991.1	Gm45807	7
ENSMUSG00000109721	ENSMUSG00000109721.1	Gm45280	7
ENSMUSG00000023336	ENSMUSG00000023336.6	Wfdc1	8
ENSMUSG00000038563	ENSMUSG00000038563.14	Efl1	7
ENSMUSG00000110174	ENSMUSG00000110174.1	Gm45499	7
ENSMUSG00000107750	ENSMUSG00000107750.1	Gm44013	6
ENSMUSG00000050373	ENSMUSG00000050373.13	Snx21	2
ENSMUSG00000116585	ENSMUSG00000116585.1	Gm33086	17
ENSMUSG00000042459	ENSMUSG00000042459.8	Bpifa2	2
ENSMUSG00000116955	ENSMUSG00000116955.1	Gm49632	17
ENSMUSG00000118249	ENSMUSG00000118249.1	AC132452.5	19
ENSMUSG00000108886	ENSMUSG00000108886.1	Gm44830	7
ENSMUSG00000102627	ENSMUSG00000102627.1	Snurf	7
ENSMUSG00000020850	ENSMUSG00000020850.14	Prpf8	11
ENSMUSG00000000948	ENSMUSG00000000948.16	Gm38393	7
ENSMUSG00000017801	ENSMUSG00000017801.15	Mlx	11
ENSMUSG00000044819	ENSMUSG00000044819.5	Oxgr1	14
ENSMUSG00000017307	ENSMUSG00000017307.16	Acot8	2
ENSMUSG00000087138	ENSMUSG00000087138.1	Gm15545	7
ENSMUSG00000086186	ENSMUSG00000086186.1	Ccdc34os	2
ENSMUSG00000074643	ENSMUSG00000074643.12	Cpne1	2
ENSMUSG00000108880	ENSMUSG00000108880.1	Gm44560	7
ENSMUSG00000020473	ENSMUSG00000020473.13	Aebp1	11
ENSMUSG00000047988	ENSMUSG00000047988.1	4933428G20Rik	11
ENSMUSG00000115133	ENSMUSG00000115133.1	Gm20167	14
ENSMUSG00000109536	ENSMUSG00000109536.1	9330162G02Rik	7
ENSMUSG00000027160	ENSMUSG00000027160.16	Ccdc34	2
ENSMUSG00000038116	ENSMUSG00000038116.16	Phf20	2
ENSMUSG00000050625	ENSMUSG00000050625.4	Ccdc121	1
ENSMUSG00000109362	ENSMUSG00000109362.1	Gm44562	7
ENSMUSG00000003190	ENSMUSG00000003190.12	Bcl2l12	7
ENSMUSG00000109122	ENSMUSG00000109122.1	A230103L15Rik	7
ENSMUSG00000110453	ENSMUSG00000110453.1	Gm32352	8
ENSMUSG00000101930	ENSMUSG00000101930.1	Gm5441	12
ENSMUSG00000085316	ENSMUSG00000085316.1	D330050G23Rik	2
ENSMUSG00000066760	ENSMUSG00000066760.12	Psg16	7
ENSMUSG00000101814	ENSMUSG00000101814.1	Gm17807	12
ENSMUSG00000113871	ENSMUSG00000113871.1	Gm48349	13
ENSMUSG00000101236	ENSMUSG00000101236.1	Gm6750	12
ENSMUSG00000114014	ENSMUSG00000114014.1	Gm48350	13
ENSMUSG00000047237	ENSMUSG00000047237.13	Fbxw21	9
ENSMUSG00000030787	ENSMUSG00000030787.4	Lyve1	7
ENSMUSG00000024063	ENSMUSG00000024063.13	Lbh	17
ENSMUSG00000056553	ENSMUSG00000056553.14	Ptprn2	12
ENSMUSG00000061536	ENSMUSG00000061536.13	Sec22c	9
ENSMUSG00000103277	ENSMUSG00000103277.1	Gm37916	1
ENSMUSG00000087196	ENSMUSG00000087196.1	Gm13373	2
ENSMUSG00000033540	ENSMUSG00000033540.18	Idua	5
ENSMUSG00000031387	ENSMUSG00000031387.14	Renbp	X
ENSMUSG00000108808	ENSMUSG00000108808.1	Gm45204	7
ENSMUSG00000030805	ENSMUSG00000030805.14	Stx4a	7
ENSMUSG00000025825	ENSMUSG00000025825.12	Iscu	5
ENSMUSG00000034647	ENSMUSG00000034647.15	Ankrd12	17
ENSMUSG00000083782	ENSMUSG00000083782.1	Gm11660	11
ENSMUSG00000096084	ENSMUSG00000096084.2	Gm21850	2
ENSMUSG00000108561	ENSMUSG00000108561.1	Gm45219	7
ENSMUSG00000086690	ENSMUSG00000086690.1	4933406J10Rik	7
ENSMUSG00000116061	ENSMUSG00000116061.1	Gm49472	15
ENSMUSG00000020891	ENSMUSG00000020891.11	Alox8	11
ENSMUSG00000108984	ENSMUSG00000108984.1	Gm44916	7
ENSMUSG00000003360	ENSMUSG00000003360.15	Ddx23	15
ENSMUSG00000108855	ENSMUSG00000108855.1	Gm44917	7
ENSMUSG00000023032	ENSMUSG00000023032.12	Slc4a8	15
ENSMUSG00000038880	ENSMUSG00000038880.13	Mrps34	17
ENSMUSG00000116350	ENSMUSG00000116350.1	Gm35772	15
ENSMUSG00000117572	ENSMUSG00000117572.1	Gm27475	17
ENSMUSG00000047123	ENSMUSG00000047123.8	Ticam1	17
ENSMUSG00000116331	ENSMUSG00000116331.1	B230214G05Rik	15
ENSMUSG00000117649	ENSMUSG00000117649.1	Gm9411	17
ENSMUSG00000076613	ENSMUSG00000076613.4	Ighg2b	12
ENSMUSG00000099958	ENSMUSG00000099958.1	1700010B13Rik	15
ENSMUSG00000043346	ENSMUSG00000043346.9	Gm6741	17
ENSMUSG00000115880	ENSMUSG00000115880.1	4930445N06Rik	15
ENSMUSG00000117471	ENSMUSG00000117471.1	Gm49988	17
ENSMUSG00000117396	ENSMUSG00000117396.1	Gm49989	17
ENSMUSG00000110676	ENSMUSG00000110676.1	Gm45897	9
ENSMUSG00000020185	ENSMUSG00000020185.16	E2f7	10
ENSMUSG00000054117	ENSMUSG00000054117.8	Zdhhc25	15
ENSMUSG00000071302	ENSMUSG00000071302.10	2610044O15Rik8	8
ENSMUSG00000073436	ENSMUSG00000073436.11	Eme2	17
ENSMUSG00000112173	ENSMUSG00000112173.1	Gm48145	10
ENSMUSG00000100017	ENSMUSG00000100017.2	2410022M11Rik	14
ENSMUSG00000024197	ENSMUSG00000024197.10	Plin3	17
ENSMUSG00000102962	ENSMUSG00000102962.1	Gm37944	12
ENSMUSG00000045822	ENSMUSG00000045822.4	Zswim3	2
ENSMUSG00000114420	ENSMUSG00000114420.1	Gm48906	14
ENSMUSG00000090105	ENSMUSG00000090105.2	Gm15890	8
ENSMUSG00000114500	ENSMUSG00000114500.1	Gm8983	14
ENSMUSG00000107045	ENSMUSG00000107045.1	Gm43636	6
ENSMUSG00000106843	ENSMUSG00000106843.1	Gm42458	6
ENSMUSG00000031770	ENSMUSG00000031770.16	Herpud1	8
ENSMUSG00000117629	ENSMUSG00000117629.1	Gm49990	17
ENSMUSG00000069678	ENSMUSG00000069678.10	Pcgf1	6
ENSMUSG00000076614	ENSMUSG00000076614.7	Ighg1	12
ENSMUSG00000087425	ENSMUSG00000087425.1	Gm15404	17
ENSMUSG00000117417	ENSMUSG00000117417.1	Gm49991	17
ENSMUSG00000039146	ENSMUSG00000039146.5	Ifi44l	3
ENSMUSG00000023083	ENSMUSG00000023083.7	H2-M10.2	17
ENSMUSG00000017767	ENSMUSG00000017767.3	Spata25	2
ENSMUSG00000018479	ENSMUSG00000018479.12	1700125H20Rik	11
ENSMUSG00000107243	ENSMUSG00000107243.1	Gm43631	6
ENSMUSG00000041679	ENSMUSG00000041679.9	Lrrc29	8
ENSMUSG00000005354	ENSMUSG00000005354.16	Txn2	15
ENSMUSG00000031954	ENSMUSG00000031954.6	Cfdp1	8
ENSMUSG00000074793	ENSMUSG00000074793.10	Hspa12b	2
ENSMUSG00000017764	ENSMUSG00000017764.2	Zswim1	2
ENSMUSG00000020687	ENSMUSG00000020687.13	Cdc27	11
ENSMUSG00000047938	ENSMUSG00000047938.7	4930483J18Rik	15
ENSMUSG00000073380	ENSMUSG00000073380.2	Arrdc5	17
ENSMUSG00000024160	ENSMUSG00000024160.16	Spsb3	17
ENSMUSG00000020349	ENSMUSG00000020349.4	Ppp2ca	11
ENSMUSG00000099907	ENSMUSG00000099907.1	Gm10421	12
ENSMUSG00000115976	ENSMUSG00000115976.1	Gm31462	15
ENSMUSG00000022564	ENSMUSG00000022564.7	Grina	15
ENSMUSG00000113795	ENSMUSG00000113795.1	Gm48119	12
ENSMUSG00000116321	ENSMUSG00000116321.1	Gm49522	15
ENSMUSG00000085444	ENSMUSG00000085444.1	Gm13936	2
ENSMUSG00000082512	ENSMUSG00000082512.1	Gm13937	2
ENSMUSG00000028898	ENSMUSG00000028898.15	Trnau1ap	4
ENSMUSG00000042303	ENSMUSG00000042303.19	Sgsm3	15
ENSMUSG00000030806	ENSMUSG00000030806.6	Stx1b	7
ENSMUSG00000066861	ENSMUSG00000066861.14	Oas1g	5
ENSMUSG00000026354	ENSMUSG00000026354.8	Lct	1
ENSMUSG00000117074	ENSMUSG00000117074.1	Gm49925	17
ENSMUSG00000099470	ENSMUSG00000099470.1	Gm29340	2
ENSMUSG00000102095	ENSMUSG00000102095.1	C730036E19Rik	1
ENSMUSG00000074930	ENSMUSG00000074930.5	Gm13981	2
ENSMUSG00000094530	ENSMUSG00000094530.2	Gm21399	8
ENSMUSG00000089712	ENSMUSG00000089712.2	Gm15889	8
ENSMUSG00000081412	ENSMUSG00000081412.1	Gm15403	17
ENSMUSG00000110605	ENSMUSG00000110605.1	Gm32856	8
ENSMUSG00000027351	ENSMUSG00000027351.14	Spred1	2
ENSMUSG00000114212	ENSMUSG00000114212.1	Gm47985	1
ENSMUSG00000117555	ENSMUSG00000117555.1	Gm49992	17
ENSMUSG00000117408	ENSMUSG00000117408.1	Gm49993	17
ENSMUSG00000114943	ENSMUSG00000114943.1	Gm8947	1
ENSMUSG00000045281	ENSMUSG00000045281.5	Gpr20	15
ENSMUSG00000004815	ENSMUSG00000004815.12	Dgkq	5
ENSMUSG00000037375	ENSMUSG00000037375.16	Hhat	1
ENSMUSG00000024448	ENSMUSG00000024448.14	H2-M10.1	17
ENSMUSG00000117433	ENSMUSG00000117433.1	Gm41654	17
ENSMUSG00000114694	ENSMUSG00000114694.1	Gm47995	1
ENSMUSG00000117584	ENSMUSG00000117584.1	Gm49994	17
ENSMUSG00000117343	ENSMUSG00000117343.1	Gm19145	17
ENSMUSG00000101801	ENSMUSG00000101801.6	1700020G17Rik	10
ENSMUSG00000024248	ENSMUSG00000024248.14	Cox7a2l	17
ENSMUSG00000031953	ENSMUSG00000031953.2	Tmem170	8
ENSMUSG00000109383	ENSMUSG00000109383.1	Gm36584	7
ENSMUSG00000030636	ENSMUSG00000030636.15	1700010L04Rik	7
ENSMUSG00000050552	ENSMUSG00000050552.8	Lamtor4	5
ENSMUSG00000005533	ENSMUSG00000005533.10	Igf1r	7
ENSMUSG00000010025	ENSMUSG00000010025.19	Aldh3a2	11
ENSMUSG00000103059	ENSMUSG00000103059.1	Gm18186	1
ENSMUSG00000117624	ENSMUSG00000117624.1	Gm6751	17
ENSMUSG00000087042	ENSMUSG00000087042.1	Gm11611	11
ENSMUSG00000114983	ENSMUSG00000114983.1	Gm48997	14
ENSMUSG00000113070	ENSMUSG00000113070.1	Gm48420	13
ENSMUSG00000026567	ENSMUSG00000026567.16	Adcy10	1
ENSMUSG00000115146	ENSMUSG00000115146.1	Gm4681	14
ENSMUSG00000042229	ENSMUSG00000042229.9	Rabif	1
ENSMUSG00000057706	ENSMUSG00000057706.7	Mex3b	7
ENSMUSG00000080978	ENSMUSG00000080978.2	Gm12297	11
ENSMUSG00000038453	ENSMUSG00000038453.17	Srcin1	11
ENSMUSG00000021684	ENSMUSG00000021684.17	Pde8b	13
ENSMUSG00000040310	ENSMUSG00000040310.12	Alx4	2
ENSMUSG00000044441	ENSMUSG00000044441.5	Olfr1442	19
ENSMUSG00000098122	ENSMUSG00000098122.1	Gm27039	17
ENSMUSG00000109106	ENSMUSG00000109106.1	4933430H16Rik	7
ENSMUSG00000114582	ENSMUSG00000114582.1	3110040M04Rik	1
ENSMUSG00000108694	ENSMUSG00000108694.1	Gm7287	7
ENSMUSG00000006941	ENSMUSG00000006941.5	Eif1b	9
ENSMUSG00000117354	ENSMUSG00000117354.1	Gm49995	17
ENSMUSG00000020167	ENSMUSG00000020167.14	Tcf3	10
ENSMUSG00000031952	ENSMUSG00000031952.5	Chst5	8
ENSMUSG00000114591	ENSMUSG00000114591.1	Gm47996	1
ENSMUSG00000109541	ENSMUSG00000109541.1	Gm6112	7
ENSMUSG00000021709	ENSMUSG00000021709.14	Erbin	13
ENSMUSG00000027198	ENSMUSG00000027198.16	Ext2	2
ENSMUSG00000117625	ENSMUSG00000117625.1	Gm21018	17
ENSMUSG00000048126	ENSMUSG00000048126.16	Col6a3	1
ENSMUSG00000117409	ENSMUSG00000117409.1	Gm49996	17
ENSMUSG00000017754	ENSMUSG00000017754.13	Pltp	2
ENSMUSG00000117591	ENSMUSG00000117591.1	Gm49997	17
ENSMUSG00000082800	ENSMUSG00000082800.1	Gm13560	2
ENSMUSG00000111828	ENSMUSG00000111828.1	D830035M03Rik	9
ENSMUSG00000036641	ENSMUSG00000036641.9	Ccdc148	2
ENSMUSG00000019303	ENSMUSG00000019303.14	Psmc3ip	11
ENSMUSG00000027326	ENSMUSG00000027326.13	Knl1	2
ENSMUSG00000081842	ENSMUSG00000081842.1	Rap1a-ps2	2
ENSMUSG00000024811	ENSMUSG00000024811.11	Tnks2	19
ENSMUSG00000018923	ENSMUSG00000018923.13	Med11	11
ENSMUSG00000034227	ENSMUSG00000034227.7	Foxj1	11
ENSMUSG00000072834	ENSMUSG00000072834.4	Gm12298	11
ENSMUSG00000048070	ENSMUSG00000048070.4	Pirt	11
ENSMUSG00000023150	ENSMUSG00000023150.14	Ivns1abp	1
ENSMUSG00000115912	ENSMUSG00000115912.1	Gm35569	15
ENSMUSG00000117559	ENSMUSG00000117559.1	Gm49998	17
ENSMUSG00000085683	ENSMUSG00000085683.2	Tmem238l	11
ENSMUSG00000108861	ENSMUSG00000108861.1	5930435M05Rik	7
ENSMUSG00000053528	ENSMUSG00000053528.6	A530021J07Rik	7
ENSMUSG00000073435	ENSMUSG00000073435.10	Nme3	17
ENSMUSG00000027349	ENSMUSG00000027349.5	Fam98b	2
ENSMUSG00000081929	ENSMUSG00000081929.1	Rps11-ps2	11
ENSMUSG00000045896	ENSMUSG00000045896.14	Paip2b	6
ENSMUSG00000058248	ENSMUSG00000058248.12	Kcnh1	1
ENSMUSG00000087450	ENSMUSG00000087450.1	Gm13994	2
ENSMUSG00000052949	ENSMUSG00000052949.14	Rnf157	11
ENSMUSG00000082989	ENSMUSG00000082989.1	Gm13557	2
ENSMUSG00000109335	ENSMUSG00000109335.1	Gm44845	7
ENSMUSG00000084250	ENSMUSG00000084250.1	Gm13550	2
ENSMUSG00000109506	ENSMUSG00000109506.1	Gm44724	7
ENSMUSG00000053228	ENSMUSG00000053228.12	Ceacam3	7
ENSMUSG00000086075	ENSMUSG00000086075.1	Gm15728	5
ENSMUSG00000085926	ENSMUSG00000085926.1	Gm12299	11
ENSMUSG00000111816	ENSMUSG00000111816.1	Gm7229	9
ENSMUSG00000104555	ENSMUSG00000104555.1	Gm5983	3
ENSMUSG00000076615	ENSMUSG00000076615.4	Ighg3	12
ENSMUSG00000024163	ENSMUSG00000024163.17	Mapk8ip3	17
ENSMUSG00000105834	ENSMUSG00000105834.1	4930592C13Rik	3
ENSMUSG00000096712	ENSMUSG00000096712.1	Gm15454	1
ENSMUSG00000018920	ENSMUSG00000018920.11	Cxcl16	11
ENSMUSG00000106205	ENSMUSG00000106205.1	C230096K16Rik	5
